연번,연도,작전명,횟수,죄명(한글),"참여기관(기본 한글, 저명한 기관만 영문)",참여국가(한글),내용,출처,,,,,
376,2024,(가칭)Operation Grandparent Scam,1,"컴퓨터사기(할머니 사기, “grandparent scam”), 신분도용, 불법 금융거래, 조직범죄, 사기, 자금세탁","Santiago 검찰청(Santiago Prosecutor’s Office), 미국 연방수사국(HSI), 미국 법무부(DOJ), 뉴욕시경찰(NYPD), FBI, 사회보장국 감사관실(SSA-OIG)","도미니카공화국, 미국","Santiago 검찰청과 미국 연방수사국(HSI), FBI 등이 협력해 도미니카공화국 내 콜센터를 통해 미국 노년층을 표적으로 한 할머니 사기(“grandparent scam”) 등 대규모 사이버사기 조직을 적발해 21명을 기소하고, 수백만 달러의 피해를 입힌 범죄 네트워크를 해체하는 데 나섰다.",https://dominicantoday.com/dr/local/2024/09/25/santiago-prosecutors-office-charges-21-in-major-cybercrime-operation-targeting-elderly-americans/,,,,,
380,2024,(가칭)Operation Kandy Sweep,1,"온라인 금융사기, 신분도용, 불법 금융거래, 조직범죄, 여권 및 비자 위조, 관광비자 남용","스리랑카 경찰, Criminal Investigations Department(CID), 이민국, 각 지역 경찰서, 중국 대사","스리랑카, 중국, 인도, 태국, 베트남, 필리핀(피해자 및 용의자 국적 포함), 전 세계(피해자 국적 다양)","스리랑카 경찰이 2024년 10월부터 칸디(Kandy) 등 주요 도시에서 관광비자를 남용한 중국인 등 외국인을 중심으로 온라인 금융사기, 신분도용, 불법 금융거래 등 조직적 범죄 네트워크를 적발해 수백 명을 체포하고, 중국 대사관과 협력해 주요 용의자 및 증거물을 송환·이관하며 국제 사이버범죄의 첨병으로 떠오르는 현상을 효과적으로 대응하고 있다.",https://lankasara.com/news/the-growing-menace-of-chinese-cyber-criminals-in-sri-lanka-behind-the-kandy-arrest/,,,,,
383,2024,(가칭)Operation Nemesis Market,1,"마약류 밀매, 불법 데이터 거래, 랜섬웨어, 피싱, DDoS공격, 신분도용, 조직범죄","독일 연방범죄청(BKA), 프랑크푸르트 사이버범죄특별수사팀(ZIT), 미국 연방수사국(FBI), 미국 마약단속국(DEA), 미국 국세청 범죄수사국(IRS-CI), 리투아니아 법집행기관","독일, 리투아니아, 미국","독일, 리투아니아, 미국 법집행기관이 2022년 10월부터 2024년 3월까지 공동으로 Nemesis 마켓을 조사해 2024년 3월 20일 서버를 압수하고, 마약, 불법 데이터, 랜섬웨어 등 다양한 사이버범죄 서비스가 거래된 대형 다크넷 마켓플레이스를 해체하며 약 10만 달러 상당의 암호화폐를 압수했다.",https://therecord.media/nemesis-cybercrime-market-takedown-germany,,,,,
384,2024,(가칭)Operation Quezon FakeGov,1,"컴퓨터사기, 신분도용(미 정부 기관 사칭), 불법 금융거래, 조직범죄","필리핀 이민국(Fugitive Search Unit), 미국 법무부(US Department of Justice), 미국 국방부 범죄수사국(US Defense Criminal Investigative Service)","필리핀, 미국, 나이지리아(용의자 국적 포함)","필리핀 이민국이 미국 정부 요청에 따라 2024년 10월 11일 케손시티에서 미국 내 은퇴 군인을 대상으로 코로나19 대응 가짜 정부 웹사이트를 이용해 긴급 휴가 신청 수수료 명목으로 자금을 갈취한 혐의로 미국에서 수배 중이던 나이지리아인 사이버사기 용의자를 체포해, 현재 송환 절차를 진행 중이다.",https://dailypost.ng/2024/10/29/nigerian-national-wanted-in-us-cybercrime-case-arrested-in-philippines/,,,,,
477,2024,(가칭)Operation Jackpot Crew,1,"은행 절도, 음모, ATM 해킹(ATM 논리적 공격, ATM 잭포팅), 조직범죄(트렌 데 아라구아 조직 연계)","FBI Cyber Task Force, Western District of New York, 각주 및 지역 경찰(뉴욕, 매사추세츠, 일리노이 등), 미국 법무부","미국, 베네수엘라","FBI와 미국 각지 경찰이 2024년 10월 5일부터 11월 11일까지 베네수엘라 국적의 트렌 데 아라구아 조직 소속 2명을 체포하며, 뉴욕·매사추세츠·일리노이 등 4개 주 신용협동조합과 은행 ATM을 대상으로 악성코드(ATM 잭포팅)를 이용해 297,000달러 이상을 절도한 대규모 범죄 네트워크를 적발하고, 압수된 현금, 암호화폐, 변조된 ATM 부품 등 다수의 증거를 확보했다.",https://gbhackers.com/two-cybercriminals-arrested/,,,,,
537,2024,(가칭)Operation Naija-Japan Scam,1,"사이버범죄(사기, 사기성 연애 사기)","Nigeria Police Force, National Cybercrime Centre, National Central Bureau (Nigeria), NCB Tokyo, National Police Agency of Japan","나이지리아, 일본","나이지리아와 일본 경찰이 공동으로 나이지리아에서 일본인을 노린 사이버범죄 용의자 11명을 체포하고, 사기로 획득한 33,320달러를 회수했다",https://www.thecable.ng/npf-eleven-cybercrime-suspects-arrested-33320-recovered-in-joint-operation-with-japanese-police/,,,,,
509,2025,biggest anti-cybercrime operation,1,"사이버범죄(사기, 신분 사칭, 나이지리아 헌법질서 위협 시도, 사이버테러, 신원 도용 등)","Economic and Financial Crimes Commission (EFCC), Federal High Court Lagos","나이지리아, 필리핀, 카자흐스탄, 튀니지, 중국","EFCC가 라고스에서 글로벌 사이버범죄 및 암호화폐 사기 조직(‘HK’)을 적발해 18명의 외국인(필리핀 등)을 유죄 판결하고, 1년 징역 및 벌금형을 선고하며, 피해자에게 미국·캐나다·멕시코·유럽 등지에서 사기성 투자 및 로맨스 사기를 자행한 혐의로 모바일폰·노트북·라우터 등 범죄도구를 몰수했다",https://punchng.com/12-filipinos-jailed-for-cybercrime-in-nigeria/,,,,,
458,2025,crackdown,1,"사이버 범죄(사기, 신분 도용, 암호화폐 사기 등), 인신매매(노동 착취, 강제 노동), 위조 여권 및 서류, 강제 구금","Telangana Cyber Security Bureau(TGCSB), Telangana Police, 인도 중앙정부(외무부), 각 지역 경찰서(Armoor, Jagtial, Sircilla, Rein Bazar in Hyderabad, Manakondur in Karimnagar)","인도, 미얀마, 태국, 라오스(피해자 구조 및 수사 협력, 미얀마에 위치한 범죄 조직 대상)","Telangana Cyber Security Bureau와 Telangana Police가 인도 중앙정부 및 지역 경찰서와 협력하여 미얀마, 태국, 라오스를 오가는 인신매매 및 사이버 범죄 조직을 적발하고, 피해자 구조와 가담자 체포, 추가 수사 및 사건 접수를 지속적으로 진행하고 있다",https://timesofindia.indiatimes.com/city/hyderabad/agents-luring-people-to-myanmar-cybercrime-den-under-cops-radar/articleshow/118991601.cms,,,,,
532,2025,cybercrime sting,1,"사이버범죄(불법 SMS 블래스터, IMSI 캐처 판매 및 사용, 사기, 데이터 프라이버시법 위반 등)","Philippine National Police – Anti-cybercrime Group, Cybercrime Investigation and Coordinating Center (CICC), Bureau of Immigration, National Telecommunications Commission","필리핀, 말레이시아","필리핀과 말레이시아 당국이 공동으로 불법 SMS 블래스터 및 IMSI 캐처 장비를 판매한 말레이시아 국적 용의자를 체포하고, 해당 장비와 증거물을 압수했다.",https://www.brigadanews.ph/malaysian-supplier-of-text-scam-device-arrested-in-cybercrime-sting/,,,,,
483,2025,Eagle Flush Operation,1,"사이버범죄(경제사보타주, 금융테러, 신분 도용, 투자 사기, 피싱, 사이버테러 등)","Economic and Financial Crimes Commission (EFCC), Federal High Court of Nigeria, Nigerian Immigration Service","나이지리아, 중국","EFCC가 2024년 12월 10일 라고스에서 최대 규모의 단일 사이버범죄 단속(Eagle Flush Operation)을 펼쳐 700명 이상(중국인 포함)을 체포하고, 2025년 6월 5일 소속 중국인 9명에게 경영사보타주 및 금융테러 혐의로 1년 징역 및 각 100만 나이라 벌금을 선고하며, 피의자들의 컴퓨터·노트북 등 증거를 압수하고, 형기 종료 후 중국으로 강제 송환을 명령했다",https://the420.in/inside-nigerias-biggest-cybercrime-crackdown-nine-chinese-nationals-jailed-in-global-scam-ring/,,,,,
517,2025,FBI seizure operation,1,"사이버범죄(사회공학, 악성코드유포, 암호화폐 절도, 데이터 절도, 사기 등)","FBI, Trend Micro","미국, 러시아, 북한","FBI와 Trend Micro가 공동으로 러시아의 Khasan 및 Khabarovsk 지역 IP 범위와 VPS, 프록시 서버를 활용해 북한의 Void Dokkaebi(별칭 Famous Chollima) 사이버범죄 조직이 운영한 가상 회사 BlockNovas의 도메인을 압수하고, IT 전문가를 대상으로 한 사회공학 및 암호화폐 절도, 악성코드 유포 등 범죄 네트워크를 차단했다.",https://cybersecuritynews.com/russian-vps-servers-with-rdp-proxy-servers/,,,,,
457,2025,global operation,1,"사이버 범죄(악성코드유포, 랜섬웨어, 사기, 데이터 절도, 공공기관 및 기업 대상 공격 등)","Bundeskriminalamt(BKA, 독일 연방범죄수사청), 미국 법무부(DOJ), 영국, 캐나다, 덴마크, 네덜란드, 프랑스, 독일 경찰 및 수사기관","영국, 캐나다, 덴마크, 네덜란드, 프랑스, 독일, 미국","유럽과 북미의 수사기관이 공조하여 러시아계 범죄자들이 주도하는 Qakbot, Danabot, Trickbot 등 악성코드 조직의 핵심을 무력화하고, 국제 체포영장 및 미국 내 기소장을 발부하며, 글로벌 사이버 범죄 네트워크에 중대한 타격을 가했다",https://www.taipeitimes.com/News/world/archives/2025/05/25/2003837488,,,,,
475,2025,HeartSender Group,1,"사이버범죄(국제적 디지털 사기, 피싱킷·사기 페이지 템플릿·이메일 추출기 판매, 불법 금융거래, 불법 소프트웨어 유통, 조직범죄 등)","National Cyber Crime Investigation Agency (NCCIA), Federal Bureau of Investigation (FBI), 네덜란드 경찰","파키스탄, 미국, 네덜란드","파키스탄 NCCIA가 FBI와 네덜란드 경찰과 협력해 2025년 5월 15~16일 라호르와 멀탄에서 국제적 사기와 사이버범죄 도구 유통을 주도한 ‘HeartSender Group’을 적발, 21명을 체포하며, 32대의 디지털 기기(서버 포함), 럭셔리 차량(람보르기니 우루스), 두바이 부동산 등 자산을 압수하고, 11,000명 이상의 피해자와 미국 내 5,000만 달러, 유럽 63건 이상의 피해를 확인했으며, 피의자들은 피싱킷·사기 페이지·이메일 추출기 등 불법 도구를 제작·판매하고, 사용법을 가르치는 동영상까지 제작해 전 세계 범죄자들에게 교육을 제공한 사실이 드러났다.",https://www.dawn.com/news/1911691,,,,,
540,2025,Operation Chakra-IV,1,"국제 사이버 사기(기술지원 사칭, 원격 접근을 통한 컴퓨터 및 은행 계좌 불법 접근, 자금 유도, 암호화폐 활용 범죄 수익 처리), 사기(IPC 420), 위조(IPC 467, 468, 471), 정보통신망법 위반(IT Act 66D)","Central Bureau of Investigation(CBI), 독일 법집행기관","인도, 독일","인도 CBI가 독일 법집행기관과 협력하여 ‘Operation Chakra-IV’ 작전을 통해 2021년부터 독일 국민을 대상으로 기술지원 사칭, 원격 접근 및 은행 계좌 불법 조작, 암호화폐 지갑으로 64만 유로 이상 유도 등 국제 사이버 범죄 네트워크를 무너뜨리고, 주요 용의자 체포 및 불법 콜센터, 증거물 압수 등 대규모 수사를 수행함",https://www.freepressjournal.in/india/cbi-dismantles-global-cybercrime-network-targeting-germans-since-2021-in-operation-chakra-iv,,,,,
420,2025,Operation Chakra-V,1,"컴퓨터사기, 기술지원 사기, 투자사기, 신분도용, 불법 전화센터 운영","인도 중앙수사국(CBI), 일본 국립경찰청(National Police Agency), Microsoft","인도, 일본","CBI와 일본 국립경찰청이 협력하여 인도 내 불법 전화센터를 운영하며 일본 국민을 대상으로 기술지원 사기를 저지른 6명의 사이버범죄 조직원을 체포하고, 대규모 사기 네트워크를 무력화하였다.",https://www.thehindu.com/news/national/operation-chakra-v-cbi-arrests-six-members-of-cybercrime-syndicate-targeting-japanese-citizens/article69632312.ece,,,,,
397,2025,Operation Dolos,1,"온라인 사기, 피싱, 신분 도용, 불법 자금 이체, 데이터 침해, 랜섬웨어, 조직적 범죄","호주 연방경찰(AFP), Joint Policing Cybercrime Coordination Centre(JPC3), 국가 사이버보안기관, 글로벌 산업 파트너","호주, 필리핀, 동유럽 국가(범죄자 소재지, 구체적 국가명 불명)","호주 연방경찰(AFP)과 JPC3가 주도한 Operation Dolos 작전에서 국내외 파트너와 협력해 온라인 사기, 피싱, 신분 도용 등 다양한 사이버범죄를 저지른 조직을 단속하여, 약 8,300만 호주 달러의 피해를 방지하고, 필리핀 등지의 주요 범죄 센터를 해체하며, 수만 명의 피해자 신원정보를 보호하는 성과를 거두었다.",https://opengovasia.com/2025/01/07/australian-federal-police-advanced-tech-for-cyber-resilience/,,,,,
515,2025,Operation Hawk,1,"사이버범죄(온라인 아동성착취, 아동성착취물 유통, 성적 협박(섹스토션), 미성년자 위협 등)","Central Bureau of Investigation (CBI), FBI, Interpol, local cybersecurity units","인도, 미국","CBI가 주도한 Operation Hawk는 FBI와 인터폴 등과 협력해 국제 디지털 흔적을 남긴 온라인 아동성착취 네트워크를 해체하고, 뭄바이·델리 등지에서 용의자 2명을 체포하며 다수의 디지털 증거를 압수했다.",https://www.insightsonindia.com/2025/05/01/operation-hawk/,,,,,
453,2025,Operation Moonlander,1,"컴퓨터 해킹, 봇넷운영, 불법 프록시 서비스 유통, 보호된 컴퓨터에 대한 손상, 도메인 거짓 등록, 공모","미국 법무부, FBI, 네덜란드 국가경찰, 네덜란드 검찰청(Openbaar Ministerie), 태국 왕립경찰, Lumen Technologies’ Black Lotus Labs","미국, 네덜란드, 태국, 러시아, 카자흐스탄(운영자 국적 포함)","미국과 네덜란드, 태국 등 국제 공조로 20년간 운영된 Anyproxy 및 5Socks 봇넷을 해체하고, 봇넷 운영자 4명(러시아인 3명, 카자흐스탄인 1명)을 기소하여, 저가형 무선 공유기 감염을 통한 불법 프록시 서비스와 4,600만 달러 이상의 범죄 수익을 차단했다.",https://securityaffairs.com/177664/malware/operation-moonlander-dismantled-the-botnet-behind-anyproxy-and-5socks-cybercriminals-services.html,,,,,
403,2025,Operation Phobos Aetor,1,"랜섬웨어(Phobos 및 8Base), 데이터 암호화, 이중 갈취(데이터 유출 협박), 불법 자금 이체, 컴퓨터 시스템 무단 접근, 조직적 범죄","Europol, FBI, 영국 국가범죄청(NCA), 바이에른 경찰, 미국 법무부(DOJ), 스위스 법집행기관, 태국 경찰, 기타 14개국 법집행기관","미국, 영국, 독일, 스위스, 태국, 벨기에, 프랑스, 이탈리아, 네덜란드, 기타 유럽·아시아·미주 국가","Europol이 주도하고 14개국 이상 법집행기관이 협력한 국제 단속 작전에서 8Base 및 Phobos 랜섬웨어 그룹의 핵심 인물 4명을 체포하고, 27대 이상의 서버를 해제하며, 400개 이상의 기업에 공격 경고를 발송하여 글로벌 랜섬웨어 네트워크를 해체하였다.",https://www.europol.europa.eu/media-press/newsroom/news/key-figures-behind-phobos-and-8base-ransomware-arrested-in-international-cybercrime-crackdown,,,,,
510,2025,Operation Platforma,1,"사이버범죄(온라인 투자 사기, 금융사기, 가짜 투자 플랫폼 운영 등)","Directorate for the Investigation of Cybercrimes (Albania), Directorate of the Special Operational Force (Albania), SPAK (Albanian Special Prosecution Office), Eurojust, Europol","독일, 알바니아, 키프로스, 이스라엘","독일, 알바니아, 키프로스, 이스라엘 당국이 Eurojust와 유로폴의 지원으로 Operation Platforma 작전을 통해 가짜 온라인 투자 플랫폼을 운영한 범죄 조직을 해체하고, 100명 이상의 피해자에게 300만 유로 이상의 손실을 입힌 혐의로 적발하며, 티라나에서 수천 유로와 다수의 범죄용 장비(모바일폰, 노트북 등)를 압수했다.",https://a2news.com/english/shqiperia/kronike/rreth-3-milione-euro-dem-me-mashtrime-finalizohet-operacioni-n-i1147943,,,,,
461,2025,Operation Secure,1,"사이버 범죄(정보탈취 악성코드유포, 피싱, 온라인 사기 등)","INTERPOL, Group-IB, Kaspersky, Trend Micro 등","베트남, 스리랑카, 나우루, 홍콩 등 26개국","Operation Secure 작전을 통해 2만여 개 악성 IP 및 도메인 폐쇄, 41개 서버 압수, 100GB 이상 데이터 수집, 32명 체포, 40명 피해자 확인, 117개 C2 서버 적발 등 아시아 전역에서 대규모 사이버 인프라 차단에 성공했다.",https://www.helpnetsecurity.com/2025/06/11/operation-secure-cybercrime-infostealer-crackdown/,,,,,
538,2025,Operation Talent,1,"해킹, 불법 소프트웨어 유통, 자격 증명 및 개인정보 도용, 해킹 도구 및 악성코드 판매, 사이버 범죄(피싱, 신분 도용 등)","FBI, Europol, 호주 연방경찰(AFP), 독일 연방범죄수사청(BKA), 프랑스, 그리스, 이탈리아, 스페인, 루마니아 법집행기관, 미국 법무부(DOJ), 미국 재무부 OFAC","미국, 호주, 독일, 프랑스, 그리스, 이탈리아, 스페인, 루마니아(한글로: 미국, 호주, 독일, 프랑스, 그리스, 이탈리아, 스페인, 루마니아)","FBI와 Europol, 호주 등 국제 경찰기관이 ‘Operation Talent’ 작전을 통해 Cracked.io, Nulled.to, MySellIX.io, StarkRDP.io 등 주요 사이버 범죄 포럼 및 서비스 도메인을 압수·차단하고, 해킹 도구, 불법 소프트웨어, 자격 증명 및 개인정보 유통 등 대규모 사이버 범죄 네트워크를 무력화",https://cybernews.com/cybercrime/hacker-forums-cracked-nulled-mysellix-starkrdp-siezed-fbi-operation-talent/,,,,,
526,2025,Qakbot disruption,1,"사이버범죄(해킹, 랜섬웨어, 컴퓨터 사기, 와이어 사기, 디지털 자산 절도 등)","US Department of Justice, FBI, French National Police, German Federal Police, Netherlands National Police, Danish Police, UK National Crime Agency, Canadian Police","미국, 프랑스, 독일, 네덜란드, 덴마크, 영국, 캐나다","미국 DOJ와 FBI를 비롯한 7개국 법집행기관이 공동으로 러시아 국적의 Rustam Rafailevich Gallyamov(48세)를 Qakbot 랜섬웨어를 이용한 글로벌 사이버범죄 조직의 리더로 기소하며, 수천 대의 컴퓨터를 감염시키고 수백만 달러를 갈취한 범죄 사실을 밝혔다",https://nypost.com/2025/05/24/us-news/doj-indicts-russian-national-who-led-global-cybercrime-syndicate/,,,,,
536,2025,STF operation,1,"사이버범죄(사기, 불법 게임 및 거래 앱, 디지털 구속, 암호화폐 세탁)","Uttar Pradesh Special Task Force (STF), National Cybercrime Reporting Portal (NCRP)","인도, 중국","인도 우타르프라데시 STF가 중국인과 연계된 국제 사이버범죄 조직을 해체하고, 디지털 구속 및 암호화폐 세탁 등 첨단 사기 수법으로 피해자를 속여 자금을 갈취한 용의자 2명을 체포했다",https://www.republicworld.com/defence/global-defence-news/up-stf-busts-chinese-linked-cyber-syndicate-digital-arrests-crypto-laundering-fraud-exposed,,,,,
428,2025,(가칭)Operation Asia ScamHub,1,"조직적 컴퓨터사기, 신분도용, 불법 금융정보 거래, 사기, 불법 취업 알선, 불법데이터유출","아나카팔리 경찰, 안드라프라데시 경찰, 현지 산업단지 경비","인도, 미국, 영국, 오스트레일리아(피해 대상)","안드라프라데시 아나카팔리 경찰이 미얀마·캄보디아식 조직적 사이버사기 콜센터를 단속해 100명 이상을 체포하고, 미국·영국·호주 등 외국인을 대상으로 한 대규모 사이버사기 네트워크를 적발했다.",https://timesofindia.indiatimes.com/india/myanmar-style-cybercrime-operation-busted-near-andhra-sez-100-detained/articleshow/121324448.cms,,,,,
389,2025,(가칭)Operation Karen Weblords,1,"온라인 사기, 피그부처링(“돼지 도살”) 로맨스 사기, 암호화폐 투자 사기, 자금세탁, 인신매매, 강제 노동, 불법 자금 이체, 신분 도용, 데이터 침해","미국 재무부, 미국 법무부, 국제법집행기관, 미얀마 카렌 민병대(범죄조직)","미국, 미얀마, 태국","미국 재무부가 미얀마 카렌 지역의 군벌 가문(소 치트 투, 소 투 에 무, 소 치트 치)을 제재하며, 이들이 운영하는 일련의 비공식 콜센터를 통해 로맨스 사기, 암호화폐 투자 사기, 자금세탁, 인신매매 등 다양한 사이버범죄를 저지른 사실을 밝히고, 최근 3년간 미국 내 피해액만 20억~35억 달러에 달한다고 보고하였다.",https://www.scworld.com/news/massive-cybercrime-operation-traced-back-to-myanmar-warlord,,,,,
394,2025,(가칭)Operation Qakbot,1,"악성코드(Qakbot) 유포, 랜섬웨어 공격, 사기, 불법 자금 이체, 신분 도용, 데이터 침해, 스팸 폭탄 공격","미국 법무부(DOJ), FBI, 유럽법집행기관","미국, 러시아(범죄자 소재지), 유럽연합(EU)","미국 법무부가 러시아 거주 남성(Qakbot 악성코드 개발자)을 기소하며, 해당 악성코드로 미국 및 전 세계 수십만 대의 컴퓨터를 감염시키고, 의료기관·정부기관을 대상으로 랜섬웨어 공격을 자행해 수억 달러의 피해를 입혔으며, 2,400만 달러 이상의 암호화폐를 환수해 피해자에게 돌려주고 있다.",https://www.aa.com.tr/en/americas/us-charges-russian-man-allegedly-behind-global-cybercrime-network/3577168,,,,,
396,2025,(가칭)Operation Mekong ScamGrid,1,"대규모 온라인 사기, 인신매매(강제 범죄 참여), 자금세탁, 데이터 브로커링, 불법 마켓플레이스 운영, 불법 자금 이체, 신분 도용","유엔마약범죄사무소(UNODC), 각국 법집행기관, 현지 경찰, 국제인권단체","캄보디아, 라오스, 미얀마, 필리핀, 말레이시아, 태국(및 피해자 원산지 다수 국가)","유엔마약범죄사무소(UNODC)와 각국 법집행기관이 동남아시아의 대규모 사이버범죄 네트워크를 조사하여, 수만 명의 인신매매 피해자와 연계된 산업적 규모의 온라인 사기 및 자금세탁, 불법 마켓플레이스 운영이 글로벌 위협으로 확산되고 있음을 밝혔다.",https://www.occrp.org/en/news/un-transnational-cybercrime-in-southeast-asia-hits-record-high,,,,,
400,2025,(가칭)Operation Grey Nickel,1,"AI 기반 신분 사기, 딥페이크(Deepfake) 및 페이스 스왑, 신분 도용, 데이터 침해, 불법 자금 이체, 원격 인증 시스템 우회","iProov Security Operations Center(ISOC), 금융기관 보안팀, 각국 사이버보안기관","홍콩, 아시아 태평양 국가, 북미, 유럽(EMEA)","iProov이 주도한 조사에서 위협행위자 ‘Grey Nickel’이 AI 기반 딥페이크와 페이스 스왑 등 첨단 기술을 활용해 금융기관 원격 인증 시스템을 우회하는 대규모 신분 사기 및 사기 범죄를 저지른 사실을 밝혀내고, 이로 인해 홍콩에서 2,560만 달러 규모의 피해가 발생하는 등 글로벌 금융 시스템에 심각한 위협이 되고 있음을 확인하였다.",https://www.scworld.com/brief/iproov-uncovers-ai-driven-cybercrime-operation,,,,,
421,2025,(가칭)Operation HackMarkets,1,"해킹 도구 유포, 불법 소프트웨어 크랙, 도난 데이터 유포, 신분도용, 사이버범죄","FBI, Europol, Australian Federal Police, German Federal Criminal Police Office, 기타 국제 법집행기관","미국, 유럽연합(특히 독일, 프랑스, 이탈리아, 스페인, 그리스 등), 호주, 루마니아","FBI와 유럽, 호주 등 국제 법집행기관이 협력하여 Cracked, Nulled, StarkRDP, Sellix, MySellix 등 해킹·불법 소프트웨어 유통 웹사이트의 도메인을 압수하고, 해킹 도구 및 도난 데이터 유포 등 사이버범죄 생태계를 무력화하였다.",https://www.reuters.com/technology/cybersecurity/international-law-enforcement-operation-targets-group-cybercrime-websites-2025-01-29/,,,,,
422,2025,(가칭)Operation Lumma Cut,1,"정보유출 악성코드(Lumma Stealer) 유포, 피싱, 온라인 사기, 금융사기, 신분도용, 랜섬웨어","Microsoft, 미국 법무부(Department of Justice), FBI, Europol, 일본 사이버범죄 통제센터, Lumen, Cloudflare, Bitsight","미국, 유럽연합(특히 독일, 프랑스 등), 일본","Microsoft, 미국 법무부, FBI, Europol, 일본 사이버범죄 통제센터 등 국제 기관이 협력하여 Lumma Stealer 정보유출 악성코드 인프라(2,300개 이상 도메인)를 압수·차단하고, 글로벌 사이버범죄 생태계를 무력화하였다.",https://techxplore.com/news/2025-05-global-malware-federal-court-georgia.html,,,,,
464,2025,(가칭)Operation Phobos Lock,1,"사이버범죄(랜섬웨어 공격, 데이터 절도, 금전 갈취, 위조, 컴퓨터 무단 접근 및 손상, 신분 사칭 등)","미국 법무부(Department of Justice), FBI, 유럽 및 독일 법집행기관","미국, 독일, 유럽연합(영국, 호주 등은 제재에만 참여)","미국 법무부가 로만 베레즈노이(33세), 예고르 글레보프(39세) 등 러시아 국적자 2명을 체포 및 기소하며, 이들은 Phobos 랜섬웨어를 이용해 미국 내 수백 개 기관(아동병원, 의료기관, 교육기관 등)을 공격해 데이터를 암호화하고 금전을 갈취했으며, 다크웹 사이트를 통해 절도 데이터를 공개하며 피해자에게 추가 협박을 가했고, 미국·유럽 법집행기관이 100대 이상의 서버를 차단하는 등 범죄 네트워크를 해체했다",https://www.cbsnews.com/news/justice-department-charges-russian-men-cybercrime-ransomware/,,,,,
470,2025,(가칭)Operation FourSeas,1,"컴퓨터 관련 위조(Republic Act 10175), 경제 사보타주, 소셜 엔지니어링(Republic Act 12010), 조직범죄","National Bureau of Investigation (NBI) Special Task Force/Cybercrime Division, NBI Central Visayas Regional Office, Taiwan Police Attaché","필리핀, 대만","NBI와 대만 경찰이 2025년 5월 14~15일 세부시티 고급 주택가에서 17명의 대만 국적자(여성 1명 포함, 6명은 대만 내 수배자)를 체포하며, 컴퓨터 및 각종 장비를 이용한 대규모 로맨스 스캠 및 금융사기 조직(포시즈 갱)을 해체하고, 피해자에게 5억 달러 이상의 피해를 입혔으며, 체포된 용의자는 필리핀 내 POGO 허브와 연계된 혐의도 받고 있다",https://www.gmanetwork.com/regionaltv/news/108133/17-taiwanese-in-cebu-city-fall-in-nbi-cybercrime-operation/story/,,,,,
555,2025,(가칭)Operation Kanlaon Tower,1,"온라인 사기, 불법 온라인 도박(가상 사기 및 불법 게임 운영)","National Central Bureau (NCB) Interpol Indonesia, Philippine National Police(PNP), Philippine security authorities, Polri(인도네시아 국가경찰)","인도네시아, 필리핀","인도네시아와 필리핀 경찰이 협력하여 마닐라 메트로 지역 Pasay City의 Kanlaon Tower에서 운영되던 온라인 사기 및 불법 도박 조직을 적발하고, 29명의 인도네시아 국적 용의자를 필리핀에서 체포한 뒤 인도네시아로 송환 및 추가 조사를 진행함",https://usa.inquirer.net/172272/indonesia-extradites-29-cybercrime-suspects,,,,,
